<118>2024-11-16T18:46:01Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-16T18:46:01Z, ConnectionID: 19792, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 60953, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS client, ApplicationProtocol: DNS, IntrusionPolicy: Maximum Detection, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection, InlineResult: Dropped, IngressVRF: Global, EgressVRF: Global

<118>2024-11-25T18:43:31Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:43:31Z, ConnectionID: 2519, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 58567, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:44:11Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:44:11Z, ConnectionID: 2521, SrcIP: 192.168.95.5, DstIP: 146.112.41.2, SrcPort: 56818, DstPort: 443, Protocol: tcp, IngressInterface: inside, EgressInterface: outside, IngressZone: inside_zone, EgressZone: outside_zone, Priority: 1, GID: 1, SID: 59597, Revision: 1, Message: SERVER-OTHER WolfSSL PSK extension buffer overflow attempt, Classification: Attempted User Privilege Gain, Client: DNS over HTTPS client, ApplicationProtocol: DNS over HTTPS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Server>Other, MitreAttackGroups: MITRE>ATT&CK Framework>Enterprise>Initial Access>Exploit Public-Facing Application

<118>2024-11-25T18:44:31Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:44:31Z, ConnectionID: 2576, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61867, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:45:38Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:45:38Z, ConnectionID: 2580, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 65273, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:46:39Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:46:39Z, ConnectionID: 2526, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 65281, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:49:11Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:49:11Z, ConnectionID: 2529, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61928, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:50:12Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:50:12Z, ConnectionID: 2597, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 63990, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:51:12Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:51:12Z, ConnectionID: 2602, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 50046, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:52:12Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:52:12Z, ConnectionID: 2551, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 50054, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:53:13Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:53:13Z, ConnectionID: 2553, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 53582, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:53:23Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:53:23Z, ConnectionID: 2609, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 60078, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:53:26Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:53:26Z, ConnectionID: 2615, SrcIP: 192.168.95.5, DstIP: 192.111.5.101, SrcPort: 56856, DstPort: 443, Protocol: tcp, IngressInterface: inside, EgressInterface: outside, IngressZone: inside_zone, EgressZone: outside_zone, Priority: 1, GID: 1, SID: 13719, Revision: 6, Message: SERVER-ORACLE database username buffer overflow, Classification: Attempted Administrator Privilege Gain, Client: Cisco Secure Endpoint, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, SSLFlowStatus: Success, SSLActualAction: Do Not Decrypt, SSLCertificate: f3776dfdac3cd4412a53bb910e9714d2f3fe147a, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Server>Oracle, MitreAttackGroups: MITRE>ATT&CK Framework>Enterprise>Initial Access>Exploit Public-Facing Application

<118>2024-11-25T18:54:14Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:54:14Z, ConnectionID: 2565, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61149, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:55:12Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:55:12Z, ConnectionID: 2628, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 50420, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:56:15Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:56:15Z, ConnectionID: 2634, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 59674, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:57:17Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:57:17Z, ConnectionID: 2573, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 53022, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:57:17Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T18:57:17Z, ConnectionID: 2636, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 53020, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:57:18Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:57:18Z, ConnectionID: 2582, SrcIP: 192.168.95.5, DstIP: 146.112.41.2, SrcPort: 56889, DstPort: 443, Protocol: tcp, IngressInterface: inside, EgressInterface: outside, IngressZone: inside_zone, EgressZone: outside_zone, Priority: 2, GID: 1, SID: 38575, Revision: 4, Message: SERVER-OTHER OpenSSL TLS change cipher spec protocol denial of service attempt, Classification: Detection of a Denial of Service Attack, Client: DNS over HTTPS client, ApplicationProtocol: DNS over HTTPS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Server>Other, MitreAttackGroups: MITRE>ATT&CK Framework>Enterprise>Initial Access>Exploit Public-Facing Application

<118>2024-11-25T18:58:18Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:58:18Z, ConnectionID: 2587, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61572, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T18:59:18Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T18:59:18Z, ConnectionID: 2591, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 64888, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:00:19Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T19:00:18Z, ConnectionID: 2652, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 51650, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:01:19Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T19:01:19Z, ConnectionID: 2597, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 62688, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:02:20Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T19:02:20Z, ConnectionID: 2601, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 54471, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:03:21Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T19:03:21Z, ConnectionID: 2660, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 54479, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:04:28Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T19:04:27Z, ConnectionID: 2664, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 52594, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:04:36Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 1, FirstPacketSecond: 2024-11-25T19:04:36Z, ConnectionID: 2611, SrcIP: 208.67.222.222, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 61584, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

<118>2024-11-25T19:05:28Z  : %FTD-6-430001: DeviceUUID: 75b3ed96-a29b-11ef-aab3-e4feb5aa05e8, InstanceID: 2, FirstPacketSecond: 2024-11-25T19:05:28Z, ConnectionID: 2666, SrcIP: 8.8.8.8, DstIP: 192.168.95.5, SrcPort: 53, DstPort: 57507, Protocol: udp, IngressInterface: outside, EgressInterface: inside, IngressZone: outside_zone, EgressZone: inside_zone, Priority: 2, GID: 1, SID: 254, Revision: 16, Message: PROTOCOL-DNS SPOOF query response with TTL of 1 min. and no authority, Classification: Potentially Bad Traffic, Client: DNS, ApplicationProtocol: DNS, IntrusionPolicy: Detect_maximum_of_things, ACPolicy: NGFW-Access-Policy, AccessControlRuleName: Inside_Outside_Rule, NAPPolicy: Maximum Detection - Cisco Talos, InlineResult: Would block, InlineResultReason: Intrusion Policy in "Detection" Inspection Mode, IngressVRF: Global, EgressVRF: Global, SnortRuleGroups: Rule Categories>Protocol>DNS

